;;;;;;;;;;;
Listado de Precios ;;;;;;;;;;;
;;;;;;;;;;;
Cliente: Sin Establecer;;;;;;;;;;;
;;;;;;;;;;;
Tipo Cliente: Sin Establecer;;;;;;;;;;;
;;;;;;;;;;;
;;;% Comunes;;;Precios Originales;;;Precios con Descuentos;;
Cod Art.;descripcion;U.V.;%I.V.A.;%S.Lis;%Bonif;N.G.;I.V.A;Final;N.G;I.V.A;Final
4221           ;Tierra Del Fuego Reserva Cabernet Sauvignon;GENERICA;21,00;;;909,09;190,91;1.100,00;909,09;190,91;1.100,00
3956           ;Tucumen Joven Malbec;GENERICA;21,00;;;6.479,34;1.360,66;7.840,00;6.479,34;1.360,66;7.840,00
AÑ6307         ;Lamadrid Cabernet Sauvignon 2012;GENERICA;21,00;;;661,16;138,84;800,00;661,16;138,84;800,00
1908           ;Uruco Malbec;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
6385           ;Contra Viento Fuego Blanco;GENERICA;21,00;;;6.280,99;1.319,01;7.600,00;6.280,99;1.319,01;7.600,00
4010           ;Huentala Hotel Malbec;GENERICA;21,00;;;239,67;50,33;290,00;239,67;50,33;290,00
3912           ;Aguma Reserva Syrah;GENERICA;21,00;;;64,46;13,54;78,00;64,46;13,54;78,00
4035           ;Huentala Block 19 & 20;GENERICA;21,00;;;86.776,86;18.223,14;105.000,00;86.776,86;18.223,14;105.000,00
3443           ;Melipal Cabernet Franc;GENERICA;21,00;;;214,88;45,12;260,00;214,88;45,12;260,00
1442           ;Carcassone Malbec;GENERICA;21,00;;;26,45;5,55;32,00;26,45;5,55;32,00
3427           ;Punta de Flechas Malbec;GENERICA;21,00;;;429,75;90,25;520,00;429,75;90,25;520,00
1351           ;Callejón del Crimen Gran Rva Malbec;GENERICA;21,00;;;15.619,84;3.280,17;18.900,00;15.619,84;3.280,17;18.900,00
5058           ;Altosur Merlot;GENERICA;21,00;;;438,02;91,98;530,00;438,02;91,98;530,00
12025          ;Cono Sur Carmenere Trivento;GENERICA;21,00;;;19.834,71;4.165,29;24.000,00;19.834,71;4.165,29;24.000,00
7610           ;Abside Malbec;GENERICA;21,00;;;148,76;31,24;180,00;148,76;31,24;180,00
2825           ;Cuvelier Los Andes Grand Vin;GENERICA;21,00;;;760,33;159,67;920,00;760,33;159,67;920,00
8704           ;Montes Carmenere;GENERICA;21,00;;;9.173,55;1.926,45;11.100,00;9.173,55;1.926,45;11.100,00
7007           ;Ruca Malen Merlot;GENERICA;21,00;;;144,63;30,37;175,00;144,63;30,37;175,00
SU004          ;Sur de Los Andes Rva Cabernet Sauvignon;GENERICA;21,00;;;15.289,26;3.210,74;18.500,00;15.289,26;3.210,74;18.500,00
12103          ;Ambicioso Malbec Los Maitenes;GENERICA;21,00;;;3.471,07;728,93;4.200,00;3.471,07;728,93;4.200,00
9205           ;Hermandad Malbec Falasco;GENERICA;21,00;;;19.847,11;4.167,89;24.015,00;19.847,11;4.167,89;24.015,00
9209           ;Los Haroldos Gran Corte;GENERICA;21,00;;;1.322,31;277,69;1.600,00;1.322,31;277,69;1.600,00
102            ;Pacheco Pereda Malbec;GENERICA;21,00;;;2.324,79;488,21;2.813,00;2.324,79;488,21;2.813,00
8409           ;Domaine Nico Grand Pere Pinot Noir;GENERICA;21,00;;;6.983,47;1.466,53;8.450,00;6.983,47;1.466,53;8.450,00
7071           ;Foster Reserva Bonarda;GENERICA;21,00;;;17.603,31;3.696,69;21.300,00;17.603,31;3.696,69;21.300,00
3405           ;Alta Vista Estate Premium Malbec;GENERICA;21,00;;;13.057,85;2.742,15;15.800,00;13.057,85;2.742,15;15.800,00
403            ;Caligiore Syrah;GENERICA;21,00;;;41,32;8,68;50,00;41,32;8,68;50,00
2818           ;Cuvelier Colección Blend;GENERICA;21,00;;;512,40;107,60;620,00;512,40;107,60;620,00
7108           ;Tupun Reserva Pinot Noir;GENERICA;21,00;;;231,41;48,60;280,00;231,41;48,60;280,00
2024           ;Finca Flichman Reserva Cab Sauvignon;GENERICA;21,00;;;8.264,46;1.735,54;10.000,00;8.264,46;1.735,54;10.000,00
4009           ;Huentala Cofermeted Blend;GENERICA;21,00;;;46.280,99;9.719,01;56.000,00;46.280,99;9.719,01;56.000,00
4948           ;Quieto Syrah;GENERICA;21,00;;;16.115,70;3.384,30;19.500,00;16.115,70;3.384,30;19.500,00
6923           ;Conquista Cabernet Sauvignon;GENERICA;21,00;;;74,38;15,62;90,00;74,38;15,62;90,00
4961           ;Keo Roble Tannat;GENERICA;21,00;;;190,08;39,92;230,00;190,08;39,92;230,00
11203          ;Alchimia Lujo Moderno Red Blend;GENERICA;21,00;;;785,12;164,88;950,00;785,12;164,88;950,00
1906           ;Uruco Cabernet Franc;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
AÑ8103         ;Finca La Anita Malbec 2014;GENERICA;21,00;;;1.322,31;277,69;1.600,00;1.322,31;277,69;1.600,00
4852           ;Las Perdices Ala Colorada Petit Verdot;GENERICA;21,00;;;22.826,45;4.793,55;27.620,00;22.826,45;4.793,55;27.620,00
994            ;El Hijo Prodigo Tempranillo Barrica;GENERICA;21,00;;;140,50;29,50;170,00;140,50;29,50;170,00
2784           ;La Zulema Malbec Pulenta;GENERICA;21,00;;;7.438,02;1.561,98;9.000,00;7.438,02;1.561,98;9.000,00
4719           ;505 Malbec;GENERICA;21,00;;;161,16;33,84;195,00;161,16;33,84;195,00
AÑ6503         ;Joffre Premium Malbec 2011;GENERICA;21,00;;;2.223,14;466,86;2.690,00;2.223,14;466,86;2.690,00
4728           ;Lauren´S Vineyars Petit Verdot Casarena;GENERICA;21,00;;;3.659,50;768,50;4.428,00;3.659,50;768,50;4.428,00
5701           ;Celedonio;GENERICA;21,00;;;;;;;;
6935           ;Malbecaster;GENERICA;21,00;;;219,01;45,99;265,00;219,01;45,99;265,00
2527           ;Saurus Estate Cabernet Sauvignon;GENERICA;21,00;;;6.738,84;1.415,16;8.154,00;6.738,84;1.415,16;8.154,00
3488           ;Alta Vista Albaneve Malbec;GENERICA;21,00;;;57.024,79;11.975,21;69.000,00;57.024,79;11.975,21;69.000,00
4990           ;Teho Malbec;GENERICA;21,00;;;10.793,39;2.266,61;13.060,00;10.793,39;2.266,61;13.060,00
9137           ;Patente X Gran Reserva;GENERICA;21,00;;;10.714,88;2.250,12;12.965,00;10.714,88;2.250,12;12.965,00
9215           ;Fausto Malbec Falasco;GENERICA;21,00;;;11.595,87;2.435,13;14.031,00;11.595,87;2.435,13;14.031,00
8401           ;Nicola Catena Bonarda;GENERICA;21,00;;;3.570,25;749,75;4.320,00;3.570,25;749,75;4.320,00
4999           ;Viñador Del Rey;GENERICA;21,00;;;371,90;78,10;450,00;371,90;78,10;450,00
5007           ;Desierto Pampa Cabernet Franc;GENERICA;21,00;;;1.342,98;282,02;1.625,00;1.342,98;282,02;1.625,00
4930           ;Tinto Negro La Arena;GENERICA;21,00;;;1.636,36;343,64;1.980,00;1.636,36;343,64;1.980,00
3220           ;Don Valentin;GENERICA;21,00;;;32,23;6,77;39,00;32,23;6,77;39,00
2833           ;Cuvelier Petit Malbec;GENERICA;21,00;;;11.404,96;2.395,04;13.800,00;11.404,96;2.395,04;13.800,00
11015          ;Hermanos Malbec Tannat Domingo Molina;GENERICA;21,00;;;2.438,02;511,98;2.950,00;2.438,02;511,98;2.950,00
3325           ;Luigi Bosca Grand Pinot Noir;GENERICA;21,00;;;909,09;190,91;1.100,00;909,09;190,91;1.100,00
1228           ;Andeluna Raices Cabernet Sauvignon;GENERICA;21,00;;;371,90;78,10;450,00;371,90;78,10;450,00
1417           ;Sol Amante Malbec;GENERICA;21,00;;;21,49;4,51;26,00;21,49;4,51;26,00
2739           ;Tapiz Alta Collection Cabernet Sauvignon;GENERICA;21,00;;;17.190,08;3.609,92;20.800,00;17.190,08;3.609,92;20.800,00
1613           ;Santa Julia Rva Bonarda;GENERICA;21,00;;;34,71;7,29;42,00;34,71;7,29;42,00
1204           ;Argento S. V. Cabernet Franc;GENERICA;21,00;;;19.834,71;4.165,29;24.000,00;19.834,71;4.165,29;24.000,00
5505           ;Montechez Limited Edition Cabernet Franc;GENERICA;21,00;;;198,35;41,65;240,00;198,35;41,65;240,00
8302           ;33 de Dávalos Blend;GENERICA;21,00;;;818,18;171,82;990,00;818,18;171,82;990,00
DW13           ;Nirvana Blend Dharma;GENERICA;21,00;;;40.495,87;8.504,13;49.000,00;40.495,87;8.504,13;49.000,00
3023           ;Guarda Sisters Blend;GENERICA;21,00;;;776,86;163,14;940,00;776,86;163,14;940,00
CA003          ;Caelum Clasico Malbec;GENERICA;21,00;;;1.322,31;277,69;1.600,00;1.322,31;277,69;1.600,00
3021           ;Lagarde Merlot;GENERICA;21,00;;;99,17;20,83;120,00;99,17;20,83;120,00
3909           ;Aguma Reserva Tannat;GENERICA;21,00;;;64,46;13,54;78,00;64,46;13,54;78,00
VTVTMB757      ;La Igriega Conexion Malbec;GENERICA;21,00;;;26.446,28;5.553,72;32.000,00;26.446,28;5.553,72;32.000,00
4832           ;T. D.  Dioses Mito Malbec G. Riili;GENERICA;21,00;;;54.132,23;11.367,77;65.500,00;54.132,23;11.367,77;65.500,00
3465           ;Alta Vista Alto Malbec 2010;GENERICA;21,00;;;137.107,44;28.792,56;165.900,00;137.107,44;28.792,56;165.900,00
7043           ;Lorca Poetico Malbec;GENERICA;21,00;;;18.016,53;3.783,47;21.800,00;18.016,53;3.783,47;21.800,00
4943           ;Monte Quieto Alegre Blend;GENERICA;21,00;;;24.132,23;5.067,77;29.200,00;24.132,23;5.067,77;29.200,00
1723           ;Alta Magonilia Blend;GENERICA;21,00;;;3.719,01;780,99;4.500,00;3.719,01;780,99;4.500,00
12202          ;Bira Bin Otto;GENERICA;21,00;;;51.239,67;10.760,33;62.000,00;51.239,67;10.760,33;62.000,00
MW021          ;Martino Superiore Petit Verdot;GENERICA;21,00;;;8.471,07;1.778,93;10.250,00;8.471,07;1.778,93;10.250,00
1665           ;Concreto Malbec Zuccardi;GENERICA;21,00;;;8.181,82;1.718,18;9.900,00;8.181,82;1.718,18;9.900,00
4912           ;Manos Negras Cabernet Sauvignon;GENERICA;21,00;;;702,48;147,52;850,00;702,48;147,52;850,00
8904           ;Las Nencias Reserve Blend;GENERICA;21,00;;;272,73;57,27;330,00;272,73;57,27;330,00
7920           ;Finca Ferrer Malbec;GENERICA;21,00;;;11.570,25;2.429,75;14.000,00;11.570,25;2.429,75;14.000,00
8430           ;La Posta Blend Tinto;GENERICA;21,00;;;516,53;108,47;625,00;516,53;108,47;625,00
11513          ;Silenio Cabernet Franc Staphyle;GENERICA;21,00;;;9.504,13;1.995,87;11.500,00;9.504,13;1.995,87;11.500,00
4987           ;C.A.T Cabernet Franc;GENERICA;21,00;;;595,04;124,96;720,00;595,04;124,96;720,00
MAS06          ;Mastrantonio 63 Gran Malbec;GENERICA;21,00;;;23.553,72;4.946,28;28.500,00;23.553,72;4.946,28;28.500,00
2761           ;Tapiz Black Tears 1,5 Lts.;GENERICA;21,00;;;80.165,29;16.834,71;97.000,00;80.165,29;16.834,71;97.000,00
12311          ;Ferraro Wines Classic Cabernet Sauvignon;GENERICA;21,00;;;4.462,81;937,19;5.400,00;4.462,81;937,19;5.400,00
1617           ;Fuzion Malbec;GENERICA;21,00;;;4.000,00;840,00;4.840,00;4.000,00;840,00;4.840,00
101            ;Pacheco Pereda Estirpe Malbec;GENERICA;21,00;;;3.719,01;780,99;4.500,00;3.719,01;780,99;4.500,00
VTVTPN090      ;Marantiqua Pinot Noir;GENERICA;21,00;;;14.462,81;3.037,19;17.500,00;14.462,81;3.037,19;17.500,00
1001           ;Altus Grand Vin Gualtallary;GENERICA;21,00;;;24.214,88;5.085,12;29.300,00;24.214,88;5.085,12;29.300,00
105            ;Milamore Renacer;GENERICA;21,00;;;20.350,41;4.273,59;24.624,00;20.350,41;4.273,59;24.624,00
1443           ;Pequeñas Producciones Franc;GENERICA;21,00;;;6.198,35;1.301,65;7.500,00;6.198,35;1.301,65;7.500,00
AÑ56052        ;Marchiori Cuartel 2 2014;GENERICA;21,00;;;2.479,34;520,66;3.000,00;2.479,34;520,66;3.000,00
304            ;Avena Roble Cabernet Sauvignon;GENERICA;21,00;;;66,12;13,88;80,00;66,12;13,88;80,00
1103           ;Chento Malbec Cuarto Dominio;GENERICA;21,00;;;80.165,29;16.834,71;97.000,00;80.165,29;16.834,71;97.000,00
12017          ;Trivento Gaudeo Malbec Tupungato;GENERICA;21,00;;;26.446,28;5.553,72;32.000,00;26.446,28;5.553,72;32.000,00
8321           ;Tukma Malbec;GENERICA;21,00;;;264,46;55,54;320,00;264,46;55,54;320,00
7644           ;Chañarmuyo Gran Vino Tannat;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
3015           ;Primeras Viñas Malbec;GENERICA;21,00;;;8.264,46;1.735,54;10.000,00;8.264,46;1.735,54;10.000,00
AÑ1307         ;Siesta Malbec 2013;GENERICA;21,00;;;3.140,50;659,50;3.800,00;3.140,50;659,50;3.800,00
851            ;Aprendiz Cabernet Franc;GENERICA;21,00;;;144,63;30,37;175,00;144,63;30,37;175,00
2509           ;Saurus Cabernet Sauvignon;GENERICA;21,00;;;6.738,84;1.415,16;8.154,00;6.738,84;1.415,16;8.154,00
7223           ;Monteagrelo Syrah;GENERICA;21,00;;;4.545,46;954,55;5.500,00;4.545,46;954,55;5.500,00
809            ;Chakana Bonarda;GENERICA;21,00;;;33,06;6,94;40,00;33,06;6,94;40,00
6396           ;Durigutti Carmela Clásico Malbec;GENERICA;21,00;;;21.223,14;4.456,86;25.680,00;21.223,14;4.456,86;25.680,00
907            ;Septima Tempranillo;GENERICA;21,00;;;90,91;19,09;110,00;90,91;19,09;110,00
3475           ;Alta Vista Serenade Malbec;GENERICA;21,00;;;54.132,23;11.367,77;65.500,00;54.132,23;11.367,77;65.500,00
151            ;Altocedro Pinot Noir;GENERICA;21,00;;;2.727,27;572,73;3.300,00;2.727,27;572,73;3.300,00
7086           ;Lorca Gran Poetico Petit Verdot;GENERICA;21,00;;;4.033,06;846,94;4.880,00;4.033,06;846,94;4.880,00
1208           ;Argento Pinot Gris;GENERICA;21,00;;;3.628,10;761,90;4.390,00;3.628,10;761,90;4.390,00
817            ;Chakana Los Cedros Malbec;GENERICA;21,00;;;4.284,30;899,70;5.184,00;4.284,30;899,70;5.184,00
2018           ;Tanguero Malbec;GENERICA;21,00;;;103,31;21,69;125,00;103,31;21,69;125,00
2805           ;Cuvelier Malbec;GENERICA;21,00;;;421,49;88,51;510,00;421,49;88,51;510,00
1910           ;Amauta Cabernet Franc;GENERICA;21,00;;;13.636,36;2.863,64;16.500,00;13.636,36;2.863,64;16.500,00
2106           ;Vinyes Ocults Malbecs;GENERICA;21,00;;;5.950,41;1.249,59;7.200,00;5.950,41;1.249,59;7.200,00
2737           ;Tapiz Reserva Cabernet Merlot;GENERICA;21,00;;;15.867,77;3.332,23;19.200,00;15.867,77;3.332,23;19.200,00
12051          ;La Chamiza Legends Malbec;GENERICA;21,00;;;393,39;82,61;476,00;393,39;82,61;476,00
6808           ;Taymente Bonarda Huarpe;GENERICA;21,00;;;10.710,74;2.249,26;12.960,00;10.710,74;2.249,26;12.960,00
2103           ;Castillejo Malbec;GENERICA;21,00;;;28,93;6,07;35,00;28,93;6,07;35,00
12510          ;Huella Pampa Malbec;GENERICA;21,00;;;5.950,41;1.249,59;7.200,00;5.950,41;1.249,59;7.200,00
9819           ;Royal Road;GENERICA;21,00;;;5.909,09;1.240,91;7.150,00;5.909,09;1.240,91;7.150,00
3458           ;Kaiken Ultra Merlot;GENERICA;21,00;;;23.636,36;4.963,64;28.600,00;23.636,36;4.963,64;28.600,00
11502          ;Staphyle Part. Ltda. Malbec;GENERICA;21,00;;;2.727,27;572,73;3.300,00;2.727,27;572,73;3.300,00
AÑ27142        ;Tapiz Malbec 2017;GENERICA;21,00;;;413,22;86,78;500,00;413,22;86,78;500,00
2752           ;Wapisa Cabernet Sauvignon;GENERICA;21,00;;;17.190,08;3.609,92;20.800,00;17.190,08;3.609,92;20.800,00
MR008          ;Aduentus Mediterraneo Antigal;GENERICA;21,00;;;22.975,21;4.824,79;27.800,00;22.975,21;4.824,79;27.800,00
11201          ;Alchimia Gran Rva. Malbec;GENERICA;21,00;;;1.446,28;303,72;1.750,00;1.446,28;303,72;1.750,00
4341           ;Pyros Single Malbec Block 4;GENERICA;21,00;;;4.710,74;989,26;5.700,00;4.710,74;989,26;5.700,00
1420           ;Don Miguel Gascon Malbec Exp;GENERICA;21,00;;;99,17;20,83;120,00;99,17;20,83;120,00
1352           ;Callejón del Crimen Gran Rva Cabernet;GENERICA;21,00;;;454,55;95,45;550,00;454,55;95,45;550,00
BDC001         ;Nido del Tigre Malbec;GENERICA;21,00;;;14.876,03;3.123,97;18.000,00;14.876,03;3.123,97;18.000,00
5608           ;Marchiori Barraud Corte;GENERICA;21,00;;;86.776,86;18.223,14;105.000,00;86.776,86;18.223,14;105.000,00
1610           ;Santa Julia Rva Malbec;GENERICA;21,00;;;34,71;7,29;42,00;34,71;7,29;42,00
6711           ;Chacra 55 Pinot Noir;GENERICA;21,00;;;1.239,67;260,33;1.500,00;1.239,67;260,33;1.500,00
WR01           ;Wine Records Lata;GENERICA;21,00;;;1.570,25;329,75;1.900,00;1.570,25;329,75;1.900,00
9415           ;Carinae Le Petit Ami Chachingo;GENERICA;21,00;;;838,84;176,16;1.015,00;838,84;176,16;1.015,00
4899           ;El Presentador Cab. Sauv. Wine & Circo;GENERICA;21,00;;;1.983,47;416,53;2.400,00;1.983,47;416,53;2.400,00
4406           ;Tempus Syarh;GENERICA;21,00;;;743,80;156,20;900,00;743,80;156,20;900,00
2310           ;Eugenio Bustos Malbec;GENERICA;21,00;;;2.809,92;590,08;3.400,00;2.809,92;590,08;3.400,00
7021           ;Mendel Petit Verdot;GENERICA;21,00;;;743,80;156,20;900,00;743,80;156,20;900,00
DW04           ;Mahakala Cab. Franc Dharma;GENERICA;21,00;;;18.925,62;3.974,38;22.900,00;18.925,62;3.974,38;22.900,00
1915           ;Laborum Cabernet Sauvignon, El Porvenir;GENERICA;21,00;;;24.628,10;5.171,90;29.800,00;24.628,10;5.171,90;29.800,00
6610           ;Maite Malbec;GENERICA;21,00;;;66,12;13,88;80,00;66,12;13,88;80,00
1416           ;Sol Amante Cabernet Sauvignon;GENERICA;21,00;;;21,49;4,51;26,00;21,49;4,51;26,00
5057           ;Altosur Bonarda;GENERICA;21,00;;;438,02;91,98;530,00;438,02;91,98;530,00
1355           ;Callejón Del Crimen Gran Rva Petit (P17);GENERICA;21,00;;;15.619,84;3.280,17;18.900,00;15.619,84;3.280,17;18.900,00
2302           ;La Celia Cabernet Sauvignon;GENERICA;21,00;;;63,64;13,36;77,00;63,64;13,36;77,00
11520          ;Iris Malbec;GENERICA;21,00;;;611,57;128,43;740,00;611,57;128,43;740,00
AÑ6302         ;Lamadrid Reserva Malbec 2015;GENERICA;21,00;;;735,54;154,46;890,00;735,54;154,46;890,00
URQ03          ;Urqo Malbec del Mirador;GENERICA;21,00;;;34.793,39;7.306,61;42.100,00;34.793,39;7.306,61;42.100,00
144            ;Altocedro Gran Reserva Malbec;GENERICA;21,00;;;3.140,50;659,50;3.800,00;3.140,50;659,50;3.800,00
999            ;Peñon de Las Compuertas Corte Lamadrid;GENERICA;21,00;;;23.140,50;4.859,50;28.000,00;23.140,50;4.859,50;28.000,00
7704           ;Tomero S.V Malbec Vistalba;GENERICA;21,00;;;3.388,43;711,57;4.100,00;3.388,43;711,57;4.100,00
6415           ;EH 19 Cabernet Sauvignon;GENERICA;21,00;;;52,89;11,11;64,00;52,89;11,11;64,00
6360           ;Miras Jovem Trousseau Nouveau;GENERICA;21,00;;;161,16;33,84;195,00;161,16;33,84;195,00
4024           ;Sombrero Cab.Franc Huentala;GENERICA;21,00;;;11.983,47;2.516,53;14.500,00;11.983,47;2.516,53;14.500,00
2023           ;Exupery Malbec Reinero;GENERICA;21,00;;;8.842,98;1.857,02;10.700,00;8.842,98;1.857,02;10.700,00
3728           ;Nieto Senet.  Bonarda;GENERICA;21,00;;;42,98;9,02;52,00;42,98;9,02;52,00
AÑ2743         ;Tapiz Reserva Merlot 2013;GENERICA;10,50;;;1.040,72;109,28;1.150,00;1.040,72;109,28;1.150,00
AÑ4932         ;Tinto Negro La Piedra 2013;GENERICA;21,00;;;867,77;182,23;1.050,00;867,77;182,23;1.050,00
AÑ34112        ;Atemporal Blend 2012;GENERICA;21,00;;;1.008,26;211,74;1.220,00;1.008,26;211,74;1.220,00
1608           ;Santa Julia Magna Blend;GENERICA;21,00;;;152,89;32,11;185,00;152,89;32,11;185,00
1810           ;La Poderosa Blend;GENERICA;21,00;;;6.611,57;1.388,43;8.000,00;6.611,57;1.388,43;8.000,00
6514           ;Pasión 4 Malbec Bonarda;GENERICA;21,00;;;239,67;50,33;290,00;239,67;50,33;290,00
4701           ;Las Perdices Reserva Malbec;GENERICA;21,00;;;17.314,05;3.635,95;20.950,00;17.314,05;3.635,95;20.950,00
3729           ;Nieto Senet.  Cabernet Sauvignon;GENERICA;21,00;;;42,98;9,02;52,00;42,98;9,02;52,00
1307           ;Siesta Malbec;GENERICA;21,00;;;365,29;76,71;442,00;365,29;76,71;442,00
2456T          ;2456 Blend;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
2307           ;Eugenio Bustos Leyenda Malbec;GENERICA;21,00;;;247,93;52,07;300,00;247,93;52,07;300,00
624            ;Saint Felicien Cabernet Sauvignon;GENERICA;21,00;;;223,14;46,86;270,00;223,14;46,86;270,00
6350           ;Miras Blend Reserva;GENERICA;21,00;;;;;;;;
11006          ;Domingo Molina Malbec;GENERICA;21,00;;;6.611,57;1.388,43;8.000,00;6.611,57;1.388,43;8.000,00
1612           ;Santa Julia Rva Tempranillo;GENERICA;21,00;;;657,03;137,98;795,00;657,03;137,98;795,00
3905           ;Aguma Bonarda;GENERICA;21,00;;;70,25;14,75;85,00;70,25;14,75;85,00
11005          ;Domingo Molina 2 Malbecs;GENERICA;21,00;;;5.157,03;1.082,98;6.240,00;5.157,03;1.082,98;6.240,00
AÑ63221        ;Durigutti Cabernet Sauvignon 2011;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
4218           ;Vuela Bonarda Piedra Negra;GENERICA;21,00;;;15.206,61;3.193,39;18.400,00;15.206,61;3.193,39;18.400,00
1223           ;Tercos Malbec;GENERICA;21,00;;;61,98;13,02;75,00;61,98;13,02;75,00
11105          ;Viejo Isaias Syrah Reserva;GENERICA;21,00;;;330,58;69,42;400,00;330,58;69,42;400,00
6121           ;Ciruelo Malbec;GENERICA;21,00;;;793,39;166,61;960,00;793,39;166,61;960,00
7897           ;Sv Lujan de Cuyo Malbec Deicas;GENERICA;21,00;;;13.685,95;2.874,05;16.560,00;13.685,95;2.874,05;16.560,00
3749           ;Cadus Malbec;GENERICA;21,00;;;512,40;107,60;620,00;512,40;107,60;620,00
618            ;Lando Cabernet Malbec;GENERICA;21,00;;;123,97;26,03;150,00;123,97;26,03;150,00
AÑ2714         ;Tapiz Malbec 2015;GENERICA;21,00;;;578,51;121,49;700,00;578,51;121,49;700,00
4934           ;Manos Negras Artesano Malbec;GENERICA;21,00;;;1.355,37;284,63;1.640,00;1.355,37;284,63;1.640,00
12032          ;Terrunyo Malbec Trivento;GENERICA;21,00;;;33.057,85;6.942,15;40.000,00;33.057,85;6.942,15;40.000,00
802            ;Cara Sucia Nebbiolo;GENERICA;21,00;;;15.785,12;3.314,88;19.100,00;15.785,12;3.314,88;19.100,00
9407           ;Carinae Harmonie Cabernet Sauvignon;GENERICA;21,00;;;743,80;156,20;900,00;743,80;156,20;900,00
2704DP         ;Doña Paula Alturas Blend 1100;GENERICA;21,00;;;18.347,11;3.852,89;22.200,00;18.347,11;3.852,89;22.200,00
DW05           ;Kamala Criolla Dharma;GENERICA;21,00;;;12.066,12;2.533,88;14.600,00;12.066,12;2.533,88;14.600,00
4905           ;Manos Negras Malbec;GENERICA;21,00;;;764,46;160,54;925,00;764,46;160,54;925,00
7702           ;Vistalba Corte B;GENERICA;21,00;;;685,95;144,05;830,00;685,95;144,05;830,00
MAS08          ;D. J. Mastrantonio Malbec;GENERICA;21,00;;;22.727,27;4.772,73;27.500,00;22.727,27;4.772,73;27.500,00
3020           ;Lagarde Syrah;GENERICA;21,00;;;99,17;20,83;120,00;99,17;20,83;120,00
7326           ;Banda 3 Sucios Petit Verdot;GENERICA;21,00;;;404,96;85,04;490,00;404,96;85,04;490,00
AÑ79211        ;Finca Ferrer Syrah 2014;GENERICA;21,00;;;661,16;138,84;800,00;661,16;138,84;800,00
6507           ;Joffré Blend de Selección 2 Malbec;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
4973           ;Zolo Reserva Malbec;GENERICA;21,00;;;16.198,35;3.401,65;19.600,00;16.198,35;3.401,65;19.600,00
6408           ;Iaccarini Via Blanca Syrah;GENERICA;21,00;;;9.669,42;2.030,58;11.700,00;9.669,42;2.030,58;11.700,00
2920           ;Marcus Gran Reserva Merlot;GENERICA;21,00;;;1.074,38;225,62;1.300,00;1.074,38;225,62;1.300,00
8012           ;Secreto Roble Bonarda;GENERICA;21,00;;;177,69;37,31;215,00;177,69;37,31;215,00
