Id. Interno;Act;Syn;Código;Descripción;Medida;U. Venta;Color;I.V.A.;Non.;Prec. Final;Cal.;MxC ;Agr.;Cod.Art.Prov;Grupo;Línea;Marca;Coleccion;Proveedor;U. Compra;P. Lista;Costo Fin;Pei;Emb.;CxPall.;MxPall.;Cod. Barra;Observacion
1345701;1;;AVE01          ;Kaiken Aventura Malbec Los Chacayes Norte;;Generica;;IVA 21%;$   ;41.300,00;;0,000;;;Vino Tinto;Malbec;;;Ley Seca S.A. - LEY SECA S.A. ;;2115,702;3750,000;;;0;0,000;7804303002289;;
2014201;1;;3426           ;Kaiken Chardonnay;;Generica;;IVA 21%;$   ;4.849,99;;0,000;;;Vino Blanco;Chardonnay;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;1250,000;;;0;0,000;7804303002210;;
1346001;1;;KAI00          ;Kaiken Ultra Pinot Noir;;Generica;;IVA 21%;$   ;28.600,00;;0,000;;;Vino Tinto;Pinot Noir;;;Ley Seca S.A. - LEY SECA S.A. ;;1322,315;2750,000;;;0;0,000;7804303002203;;
1235201;1;;3458           ;Kaiken Ultra Merlot;;Generica;;IVA 21%;$   ;28.600,00;;0,000;;;Vino Tinto;Merlot;;;Ley Seca S.A. - LEY SECA S.A. ;;2280,992;2750,000;;;0;0,000;7804303001657;;
1235401;1;;3459           ;Kaiken  White Blend;;Generica;;IVA 21%;$   ;15.600,00;;0,000;;;Vino Blanco;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;1305,785;1250,000;;;0;0,000;7804303001640;;
1160101;1;;3452           ;Kaiken Brut Rose;;Generica;;IVA 21%;$   ;32.000,00;;0,000;;;Vino Estuche;Estuche Champagne;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;3000,000;;;0;0,000;7804303001633;;
1181301;1;;3456           ;Kaiken Obertura;;Generica;;IVA 21%;$   ;69.300,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Ley Seca S.A. - LEY SECA S.A. ;;6776,860;6000,000;;;0;0,000;7804303000803;;
1173001;1;;3455           ;Kaiken Terroir Sauvignon Blanc;;Generica;;IVA 21%;$   ;479,99;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Ley Seca S.A. - LEY SECA S.A. ;;628,100;240,000;;;0;0,000;7804303000599;;
1172901;1;;3454           ;Kaiken Ultra Chardonnay;;Generica;;IVA 21%;$   ;28.600,00;;0,000;;;Vino Blanco;Chardonnay;;;Ley Seca S.A. - LEY SECA S.A. ;;557,850;2250,000;;;0;0,000;7804303000384;;
3422;1;;3422           ;Kaiken Corte Cabernet Sauvignon;;Generica;;IVA 21%;$   ;970,00;;0,000;;;Vino Tinto;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;375,000;;;0;0,000;7804303000322;;
1160001;1;;3451           ;Kaiken Brut;;Generica;;IVA 21%;$   ;32.000,00;;0,000;;;Vino Espumoso;Extra Brut;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;3000,000;;;0;0,000;7804303000315;;
1159901;1;;3450           ;Kaiken Mai;;Generica;;IVA 21%;$   ;126.700,00;;0,000;;;Vino Tinto;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;9586,777;11500,000;;;0;0,000;7804303000292;;
3421;1;;3421           ;Kaiken Corte Malbec;;Generica;;IVA 21%;$   ;970,00;;0,000;;;Vino Tinto;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;375,000;;;0;0,000;7804303000247;;
3420;1;;3420           ;Kaiken Rose;;Generica;;IVA 21%;$   ;12.000,01;;0,000;;;Vino Rosado;Merlot;;;Ley Seca S.A. - LEY SECA S.A. ;;826,446;1250,000;;;0;0,000;7804303000124;;
1137901;1;;10122          ;Mistral Nobel 40°;;Generica;;IVA 21%;$   ;520,00;;0,000;;;Destilados;Tequila;;;Alta Distribucion S.A. - Alta Distribucion ;;0,000;341,110;;;0;0,000;7802175453253;;
1095301;1;;10114          ;Mistral Pisco 35°;;Generica;;IVA 21%;$   ;225,00;;0,000;;;Destilados;Tequila;;;Alta Distribucion S.A. - Alta Distribucion ;;47,000;151,200;;;0;0,000;7802175001065;;
10109;1;;10109          ;Kutsman Lager;;Generica;;IVA 21%;$   ;27,00;;0,000;;;Cervezas;Nacionales;;;Alta Distribucion S.A. - Alta Distribucion ;;0,000;0,000;;;0;0,000;7802107001392;;
10108;1;;10108          ;Kutsman Bock;;Generica;;IVA 21%;$   ;17,00;;0,000;;;Cervezas;Importadas;;;Alta Distribucion S.A. - Alta Distribucion ;;0,000;0,000;;;0;0,000;7802107001361;;
10106;1;;10106          ;Kutsman Valdivia;;Generica;;IVA 21%;$   ;75,00;;0,000;;;Cervezas;Importadas;;;Alta Distribucion S.A. - Alta Distribucion ;;0,000;0,000;;;0;0,000;7802107000197;;
10107;1;;10107          ;Kutsman Gran Torobayo;;Generica;;IVA 21%;$   ;90,00;;0,000;;;Cervezas;Importadas;;;Alta Distribucion S.A. - Alta Distribucion ;;0,000;48,000;;;0;0,000;7802107000074;;
10206;1;;10206          ;Eristoff ;;Generica;;IVA 21%;$   ;78,00;;0,000;;;Destilados;Vodka;;;Bouchee Bebidas S.R.L. - Bouchee ;;0,000;0,000;;;0;0,000;7802105055229;;
1254101;1;;7021           ;Mendel Petit Verdot;;Generica;;IVA 21%;$   ;900,00;;0,000;;;Vino Tinto;Tannat;;;Bodega Tres Blasones S.A. - ;;0,000;0,000;;;0;0,000;77998125639399;;
1253901;1;;7920           ;Finca Ferrer Malbec;;Generica;;IVA 21%;$   ;14.000,00;;0,000;;;Vino Tinto;Malbec;;;Freixenet Argentina S.A. - ;;175,621;396,000;;;0;0,000;779926001103;;
2027101;1;;10719          ;Hilbing Pink Gin;;Generica;;IVA 21%;$   ;3.300,00;;0,000;;;Destilados;Gin;;;Bouchee Bebidas S.R.L. - Bouchee ;;1859,500;2250,000;;;0;0,000;77988141040094;;
2012901;1;;11804          ;Ricominciare Altisimo Cabernet Franc;;Generica;;IVA 21%;$   ;29.320,01;;0,000;;;Vino Tinto;Cabernet Franc;;;Guido Bilotta - Selectos de Baco ;;0,000;2600,000;;;0;0,000;779856540022;;
2024701;1;;SU006          ;Sur de Los Andes Rva Pinot Noir;;Generica;;IVA 21%;$   ;21.500,01;;0,000;;;Vino Tinto;Pinot Noir;;;Federal Sociedad Simple - Monte Quieto ;;2045,452;1400,000;;;0;0,000;779838220256;;
2020401;1;;5511           ;Alta-Yarí Gran Corte;;Generica;;IVA 21%;$   ;41.600,01;;0,000;;;Vino Tinto;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;9090,908;15000,000;;;0;0,000;7798374830073;;
1344601;1;;FM002          ;Vito Corleone Blend Mastrantonio;;Generica;;IVA 21%;$   ;8.300,00;;0,000;;;Vino Tinto;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;694,215;1050,000;;;0;0,000;7798353048888;;
1344501;1;;FM001          ;Vito Corleone Malbec Mastrantonio;;Generica;;IVA 21%;$   ;8.300,00;;0,000;;;Vino Tinto;Malbec;;;Ley Seca S.A. - LEY SECA S.A. ;;1685,950;1050,000;;;0;0,000;7798353048871;;
2012301;1;;11708          ;Comahue Pinot Noir;;Generica;;IVA 21%;$   ;2.150,00;;0,000;;;Vino Tinto;Pinot Noir;;;Consultora Umami SRL - Umami ;;0,000;1500,000;;;0;0,000;7798348710752;;
2011201;1;;11706          ;Comahue Cabernet Sauvignon;;Generica;;IVA 21%;$   ;3.024,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Consultora Umami SRL - Umami ;;325,068;1050,000;;;0;0,000;7798348710721;;
2011101;1;;11705          ;Comahue Malbec;;Generica;;IVA 21%;$   ;3.024,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;325,068;1050,000;;;0;0,000;7798348710691;;
2010401;1;;9163           ;Bonomo Montiel Dulce;;Generica;;IVA 21%;$   ;3.000,00;;0,000;;;Vino Tardio;Sauvignon Blanc;;;Guido Bilotta - Selectos de Baco ;;0,000;1400,000;;;0;0,000;7798344040273;;
1150501;1;;92             ;La Delfina Florence;;Generica;;IVA 21%;$   ;350,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;7798327840173;;
1150401;1;;91             ;La Delfina Provoleta;;Generica;;IVA 21%;$   ;240,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;7798327840029;;
1235001;1;;862            ;Casa Petrini Roca Volcánica;;Generica;;IVA 21%;$   ;22.000,00;;0,000;;;Vino Tinto;Malbec;;;Ñuke Mapu S.R.L. - Ñuke ;;3690,083;0,000;;;0;0,000;7798314100075;;
1234901;1;;863            ;Casa Petrini Malbec;;Generica;;IVA 21%;$   ;12.200,01;;0,000;;;Vino Tinto;Malbec;;;Ñuke Mapu S.R.L. - Ñuke ;;2004,132;0,000;;;0;0,000;7798314100068;;
1259401;1;;57             ;Peer Sidra de Pera;;Generica;;IVA 21%;$   ;300,00;;0,000;;;Vino Sidra;Sidra;;;;;0,000;180,000;;;0;0,000;7798309480014;;
1239101;1;;6956           ;Sposato Fresh Blend;;Generica;;IVA 21%;$   ;219,00;;0,000;;;Vino Blanco;Blend;;;Helenica Group S.A. - ;;0,000;121,670;;;0;0,000;7798296330057;;
1239001;1;;6955           ;Sposato Bonarda;;Generica;;IVA 21%;$   ;239,00;;0,000;;;Vino Tinto;Bonarda;;;Helenica Group S.A. - ;;0,000;132,780;;;0;0,000;7798296330040;;
1244201;1;;1369           ;Callejón  Del Crimen Rva Chardonnay;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Vino Blanco;Chardonnay;;;La Baracca Wines S.R.L - Chakana ;;0,000;0,000;;;0;0,000;7798287390329;;
1227701;1;;1358           ;Callejón Rva Merlot;;Generica;;IVA 21%;$   ;215,00;;0,000;;;Vino Tinto;Merlot;;;La Baracca Wines S.R.L - Chakana ;;0,000;117,000;;;0;0,000;7798287390084;;
1227601;1;;1355           ;Callejón Del Crimen Gran Rva Petit (P17);;Generica;;IVA 21%;$   ;18.900,01;;0,000;;;Vino Tinto;Tannat;;;La Baracca Wines S.R.L - Chakana ;;0,000;172,000;;;0;0,000;7798287390039;;
1227501;1;;1354           ;Callejón Del Crimen Gran Rva Merlot;;Generica;;IVA 21%;$   ;795,01;;0,000;;;Vino Tinto;Merlot;;;La Baracca Wines S.R.L - Chakana ;;0,000;172,000;;;0;0,000;7798287390015;;
1084701;1;;6              ;Tajungapul;;Generica;;IVA 21%;$   ;90,00;;0,000;;;Vino Blanco;Blend;;;;;0,000;0,000;;;0;0,000;7798285330013;;
1230201;1;;6111           ;Hey Rosé;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Vino Rosado;Merlot;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;332,645;475,000;;;0;0,000;7798269720106;;
1237201;1;;6946           ;Vallisto Barbera;;Generica;;IVA 21%;$   ;290,00;;0,000;;;Vino Tinto;Bonarda;;;Helenica Group S.A. - ;;0,000;160,000;;;0;0,000;7798260190144;;
1237101;1;;6945           ;Vallisto Criolla;;Generica;;IVA 21%;$   ;290,00;;0,000;;;Vino Tinto;Bonarda;;;Helenica Group S.A. - ;;0,000;160,000;;;0;0,000;7798260190137;;
1340801;1;;6372           ;Collovati Castore Bonarda;;Generica;;IVA 21%;$   ;16.000,00;;0,000;;;Vino Tinto;Bonarda;;;Montana Consultores S.R.L. - ;;1685,950;1360,000;;;0;0,000;7798254870021;;
1178501;1;;6345           ;Collovati Castore Malbec;;Generica;;IVA 21%;$   ;16.000,00;;0,000;;;Vino Tinto;Malbec;;;Montana Consultores S.R.L. - ;;884,298;1360,000;;;0;0,000;7798254870014;;
1176901;1;;22             ;Gauchitas ;;Generica;;IVA 21%;$   ;25,00;;0,000;;;Generico;Generico;;;;;0,000;13,500;;;0;0,000;7798253780017;;
1165201;1;;87             ;Galletita de Limon El Condor;;Generica;;IVA 21%;$   ;9,99;;0,000;;;Generico;Generico;;;Deliciosamente Dulce SRL - ;;0,000;0,000;;;0;0,000;7798200080023;;
1210001;1;;853            ;S. Uco Calcáreo Coluvio;;Generica;;IVA 21%;$   ;1.800,00;;0,000;;;Vino Tinto;Malbec;;;La Baracca Wines S.R.L - Chakana ;;0,000;900,000;;;0;0,000;7798198100116;;
1209601;1;;850            ;S. Uco Calcáreo Rio Malbec;;Generica;;IVA 21%;$   ;1.800,00;;0,000;;;Vino Tinto;Malbec;;;La Baracca Wines S.R.L - Chakana ;;0,000;900,000;;;0;0,000;7798198100109;;
1209901;1;;852            ;S. Uco Calcáreo Granito;;Generica;;IVA 21%;$   ;1.800,00;;0,000;;;Vino Tinto;Malbec;;;La Baracca Wines S.R.L - Chakana ;;0,000;900,000;;;0;0,000;779819810010;;
2007401;1;;10137          ;Principe de Los Apostoles Fuerza Gaucha;;Generica;;IVA 21%;$   ;13.800,00;;0,000;;;Destilados;Gin;;;Mitre Fortin - ;;716,710;4170,000;;;0;0,000;7798196850297;;
2001401;1;;10135          ;Giovannoni Rosso Bonarda;;Generica;;IVA 21%;$   ;22.000,00;;0,000;;;Aperitivos;Aperitivos;;;Bouchee Bebidas S.R.L. - Bouchee ;;2235,537;3320,000;;;0;0,000;7798196850266;;
2001301;1;;10134          ;Giovannoni Dry Torrontes;;Generica;;IVA 21%;$   ;22.000,00;;0,000;;;Aperitivos;Aperitivos;;;Bouchee Bebidas S.R.L. - Bouchee ;;2235,537;3330,000;;;0;0,000;7798196850259;;
1348701;1;;10131          ;Principe de Los Apostoles Rosa Mosqueta;;Generica;;IVA 21%;$   ;13.800,00;;0,000;;;Destilados;Gin;;;Bouchee Bebidas S.R.L. - Bouchee ;;2446,280;2710,000;;;0;0,000;7798196850242;;
1348801;1;;10132          ;Pan Vodka;;Generica;;IVA 21%;$   ;10.000,00;;0,000;;;Destilados;Vodka;;;Mitre Fortin - ;;405,230;2245,000;;;0;0,000;7798196850211;;
1348901;1;;10133          ;Ginebra El Profeta;;Generica;;IVA 21%;$   ;9.680,00;;0,000;;;Destilados;Ginebra;;;Mitre Fortin - ;;662,910;3330,000;;;0;0,000;7798196850129;;
1337101;1;;TON8           ;Pulpo Blanco Ginger 500cc;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Generico;Generico;;;Mitre Fortin - ;;49,800;175,000;;;0;0,000;7798196850068;;
1337001;1;;TON7           ;Pulpo Blanco Tonica 500cc;;Generica;;IVA 21%;$   ;340,00;;0,000;;;Generico;Generico;;;Bouchee Bebidas S.R.L. - Bouchee ;;219,010;210,000;;;0;0,000;7798196850051;;
1130501;1;;10136          ;Principe de Los Apostoles;;Generica;;IVA 21%;$   ;13.800,00;;0,000;;;Destilados;Gin;;;Mitre Fortin - ;;771,680;4170,000;;;0;0,000;7798196850013;;
1350101;1;;10332          ;Master Ship Licor de Hierbas;;Generica;;IVA 21%;$   ;18.000,00;;0,000;;;Licores;Licores;;;Guido Bilotta - Selectos de Baco ;;0,000;2780,000;;;0;0,000;7798194770061;;
1244401;1;;10298          ;Nero 53 Berries;;Generica;;IVA 21%;$   ;13.200,00;;0,000;;;Fernet;Fernet;;;Guido Bilotta - Selectos de Baco ;;434,092;1478,000;;;0;0,000;7798194770054;;
2002201;1;;10333          ;Myrica;;Generica;;IVA 21%;$   ;19.200,00;;0,000;;;Destilados;Gin;;;Guido Bilotta - Selectos de Baco ;;0,000;2740,000;;;0;0,000;7798194770030;;
1343701;1;;10329          ;Nero 53 Estuche 2 Vasos;;Generica;;IVA 21%;$   ;13.200,00;;0,000;;;Fernet;Fernet;;;Guido Bilotta - Selectos de Baco ;;1498,623;2900,000;;;0;0,000;7798194770030;;
1244301;1;;10299          ;Nero 53 Barrel Blend;;Generica;;IVA 21%;$   ;21.290,00;;0,000;;;Fernet;Fernet;;;Guido Bilotta - Selectos de Baco ;;0,000;2790,000;;;0;0,000;7798194770016;;
1277301;1;;4900           ;El Presentador Malbec Wine & Circo;;Generica;;IVA 21%;$   ;2.400,00;;0,000;;;Vino Tinto;Malbec;;;Wine & Circo S.A. - ;;0,000;725,000;;;0;0,000;7798193470108;;
1250801;1;;8802           ;Finca Ambrosia Malbec V. Unica;;Generica;;IVA 21%;$   ;725,00;;0,000;;;Vino Tinto;Malbec;;;Ambrosia de Tupungato S.A. - ;;0,000;363,000;;;0;0,000;7798191780018;;
1326701;1;;11202          ;Alchimia Gran Rva Franc;;Generica;;IVA 21%;$   ;1.750,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;900,000;;;0;0,000;7798187890455;;
1326601;1;;11201          ;Alchimia Gran Rva. Malbec;;Generica;;IVA 21%;$   ;1.750,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;900,000;;;0;0,000;7798187890400;;
1328501;1;;11204          ;Alchimia Lujo Moderno Petit Verdot;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Vino Tinto;Petit Verdot;;;Carlos Barroca - ;;0,000;650,000;;;0;0,000;7798187890363;;
1328601;1;;11203          ;Alchimia Lujo Moderno Red Blend;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Vino Tinto;Blend;;;Carlos Barroca - ;;0,000;650,000;;;0;0,000;7798187890301;;
1327201;1;;11209          ;Alchimia Cabernet Franc;;Generica;;IVA 21%;$   ;600,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;300,000;;;0;0,000;7798187890240;;
1327001;1;;11207          ;Alchimia Limited Edition Malbec;;Generica;;IVA 21%;$   ;720,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;400,000;;;0;0,000;7798187890189;;
1326801;1;;11205          ;Alchimia Lujo Moderno Cabernet Franc;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;650,000;;;0;0,000;7798187890172;;
1327101;1;;11208          ;Alchimia Malbec;;Generica;;IVA 21%;$   ;390,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;200,000;;;0;0,000;7798187890011;;
2006901;1;;2026           ;Exupery Blend Reinero;;Generica;;IVA 21%;$   ;10.700,01;;0,000;;;Vino Tinto;Blend;;;Fabian Lopez - ;;0,000;1287,500;;;0;0,000;7798187710166;;
2001001;1;;2023           ;Exupery Malbec Reinero;;Generica;;IVA 21%;$   ;10.700,01;;0,000;;;Vino Tinto;Malbec;;Vinos;Fabian Lopez - ;;0,000;1287,500;;;0;0,000;7798187710111;;
2001101;1;;2024           ;Reinero Reserva Malbec;;Generica;;IVA 21%;$   ;13.500,01;;0,000;;;Vino Tinto;Malbec;;Vinos;Reinero Winery  - ;;598,333;1550,000;;;0;0,000;7798187710104;;
2000901;1;;2022           ;Nazareno Cabernet Sauvignon Reinero;;Generica;;IVA 21%;$   ;9.900,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;Vinos;Fabian Lopez - ;;0,000;1175,000;;;0;0,000;7798187710029;;
2000801;1;;2021           ;Nazareno Malbec Reinero;;Generica;;IVA 21%;$   ;9.900,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Reinero Winery  - ;;761,667;1175,000;;;0;0,000;7798187710012;;
1287201;1;;7651           ;Zorro y Arena Pinot Noir;;Generica;;IVA 21%;$   ;780,00;;0,000;;;Vino Tinto;Pinot Noir;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;390,000;;;0;0,000;7798187140024;;
1287101;1;;7650           ;Zorro y Arena Malbec;;Generica;;IVA 21%;$   ;780,00;;0,000;;;Vino Tinto;Malbec;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;390,000;;;0;0,000;7798187140017;;
1242901;1;;4070           ;Martir Cabernet Franc;;Generica;;IVA 21%;$   ;600,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;295,000;;;0;0,000;7798185960648;;
1243001;1;;4071           ;Martir Malbec;;Generica;;IVA 21%;$   ;1.100,00;;0,000;;;Vino Tinto;Malbec;;;Ñuke Mapu S.R.L. - Ñuke ;;0,000;550,000;;;0;0,000;7798185960631;;
1260401;1;;4936           ;Manos Negras Blend Blancas;;Generica;;IVA 21%;$   ;975,01;;0,000;;;Vino Blanco;Blend;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;488,000;;;0;0,000;7798185960549;;
1245401;1;;4935           ;Manos Negras Artesanos Pinot;;Generica;;IVA 21%;$   ;1.689,99;;0,000;;;Vino Tinto;Pinot Noir;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;845,000;;;0;0,000;7798185960501;;
1241901;1;;4929           ;Zaha Marsanne;;Generica;;IVA 21%;$   ;3.790,00;;0,000;;;Vino Blanco;Pinot Grigio;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;2000,000;;;0;0,000;7798185960495;;
1243201;1;;4934           ;Manos Negras Artesano Malbec;;Generica;;IVA 21%;$   ;1.640,00;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;820,000;;;0;0,000;7798185960488;;
1233201;1;;4922           ;Estancia Los Cardones Garnacha;;Generica;;IVA 21%;$   ;1.870,01;;0,000;;;Vino Tinto;Tempranillo;;;Ñuke Mapu S.R.L. - Ñuke ;;0,000;935,000;;;0;0,000;7798185960471;;
1229001;1;;7231           ;Desquiciado Blend;;Generica;;IVA 21%;$   ;850,00;;0,000;;;Vino Tinto;Blend;;;5 Cepas S.R.L.  - Coyanco ;;0,000;425,000;;;0;0,000;7798185960440;;
1229701;1;;7232           ;Desquiciado Malbec;;Generica;;IVA 21%;$   ;230,00;;0,000;;;Vino Tinto;Malbec;;;5 Cepas S.R.L.  - Coyanco ;;111,570;215,000;;;0;0,000;7798185960426;;
1229101;1;;7233           ;Desquiciado Franc;;Generica;;IVA 21%;$   ;495,00;;0,000;;;Vino Tinto;Cabernet Franc;;;5 Cepas S.R.L.  - Coyanco ;;0,000;247,000;;;0;0,000;779818596042;;
1234301;1;;4928           ;Zaha Chardonnay;;Generica;;IVA 21%;$   ;3.790,00;;0,000;;;Vino Blanco;Chardonnay;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;2000,000;;;0;0,000;7798185960419;;
1154301;1;;4912           ;Manos Negras Cabernet Sauvignon;;Generica;;IVA 21%;$   ;850,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;425,000;;;0;0,000;7798185960402;;
1222001;1;;4924           ;Estancia Los Cardones Tigerstone;;Generica;;IVA 21%;$   ;1.870,01;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;935,000;;;0;0,000;7798185960389;;
1263401;1;;4939           ;Manos Negras Espumante;;Generica;;IVA 21%;$   ;975,01;;0,000;;;Vino Espumoso;Extra Brut;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;270,661;488,000;;;0;0,000;7798185960105;;
1217201;1;;4957           ;Finca La Igriega Malbec;;Generica;;IVA 21%;$   ;13.200,00;;0,000;;;Vino Tinto;Malbec;;;Saphi S.A - ;;1078,515;1500,000;;;0;0,000;7798184350037;;
1170201;1;;6355           ;Miras Brut Nature;;Generica;;IVA 21%;$   ;150,00;;0,000;;;Vino Espumoso;Extra Brut;;;Montana Consultores S.R.L. - ;;0,000;75,000;;;0;0,000;7798183210417;;
1188601;1;;6360           ;Miras Jovem Trousseau Nouveau;;Generica;;IVA 21%;$   ;195,00;;0,000;;;Vino Tinto;Pinot Noir;;;Montana Consultores S.R.L. - ;;0,000;98,000;;;0;0,000;7798183210301;;
1170501;1;;6358           ;Miras Jovem Pinot Noir;;Generica;;IVA 21%;$   ;1.450,00;;0,000;;;Vino Tinto;Pinot Noir;;;Montana Consultores S.R.L. - ;;0,000;725,000;;;0;0,000;7798183210165;;
1170401;1;;6357           ;Miras Jovem Merlot;;Generica;;IVA 21%;$   ;1.450,00;;0,000;;;Vino Tinto;Merlot;;;Montana Consultores S.R.L. - ;;0,000;725,000;;;0;0,000;7798183210134;;
1170301;1;;6356           ;Miras Jovem Malbec;;Generica;;IVA 21%;$   ;1.450,00;;0,000;;;Vino Tinto;Malbec;;;Montana Consultores S.R.L. - ;;0,000;725,000;;;0;0,000;7798183210103;;
1189601;1;;124            ;Aniello Soil Pinot Blanc;;Generica;;IVA 21%;$   ;3.500,00;;0,000;;;Vino Blanco;Pinot Grigio;;;Finca Agnello S.A. - Finca Agnello S.A. ;;909,058;1500,000;;;0;0,000;7798181810251;;
1336701;1;;127            ;Aniello 003 Malbec;;Generica;;IVA 21%;$   ;450,00;;0,000;;;Vino Tinto;Malbec;;;Finca Agnello S.A. - Finca Agnello S.A. ;;681,817;0,000;;;0;0,000;7798181810213;;
1189701;1;;125            ;Aniello Soil Corte de Merlot;;Generica;;IVA 21%;$   ;4.500,00;;0,000;;;Vino Tinto;Merlot;;;Finca Agnello S.A. - Finca Agnello S.A. ;;1074,417;2250,000;;;0;0,000;7798181810077;;
1201201;1;;126            ;Aniello Soil Corte de Malbec;;Generica;;IVA 21%;$   ;4.500,00;;0,000;;;Vino Tinto;Malbec;;;Finca Agnello S.A. - Finca Agnello S.A. ;;304,545;2250,000;;;0;0,000;7798181810060;;
1336801;1;;128            ;Aniello Soil Rose Pinot Noir;;Generica;;IVA 21%;$   ;3.000,00;;0,000;;;Vino Rosado;Merlot;;;Finca Agnello S.A. - Finca Agnello S.A. ;;772,750;1100,000;;;0;0,000;7798181810053;;
1164701;1;;122            ;Aniello 006 Pinot Noir;;Generica;;IVA 21%;$   ;3.500,00;;0,000;;;Vino Tinto;Pinot Noir;;;Finca Agnello S.A. - Finca Agnello S.A. ;;909,058;1750,000;;;0;0,000;7798181810046;;
1164801;1;;123            ;Aniello 006 Chardonnay;;Generica;;IVA 21%;$   ;2.600,00;;0,000;;;Vino Blanco;Chardonnay;;;Finca Agnello S.A. - Finca Agnello S.A. ;;1041,320;1300,000;;;0;0,000;7798181810039;;
1146401;1;;121            ;Aniello 006 Merlot;;Generica;;IVA 21%;$   ;2.600,00;;0,000;;;Vino Tinto;Merlot;;;Finca Agnello S.A. - Finca Agnello S.A. ;;681,817;1300,000;;;0;0,000;7798181810022;;
1146301;1;;120            ;Aniello 006 Malbec;;Generica;;IVA 21%;$   ;2.600,00;;0,000;;;Vino Tinto;Malbec;;;Finca Agnello S.A. - Finca Agnello S.A. ;;1041,320;1300,000;;;0;0,000;7798181810015;;
1345101;1;;MAS06          ;Mastrantonio 63 Gran Malbec;;Generica;;IVA 21%;$   ;28.500,00;;0,000;;;Vino Tinto;Malbec;;;Ley Seca S.A. - LEY SECA S.A. ;;1484,298;4050,000;;;0;0,000;7798173339654;;
1344801;1;;MAS03          ;Mastrantonio 63 Premium Red Blend;;Generica;;IVA 21%;$   ;24.200,00;;0,000;;;Vino Tinto;Blend;;;Ley Seca S.A. - LEY SECA S.A. ;;392,562;3100,000;;;0;0,000;7798173339647;;
1344901;1;;MAS04          ;Mastrantonio 63  Premium Petit Verdot;;Generica;;IVA 21%;$   ;24.200,00;;0,000;;;Vino Tinto;Petit Verdot;;;Ley Seca S.A. - LEY SECA S.A. ;;578,512;3500,000;;;0;0,000;7798173339630;;
1345001;1;;MAS05          ;Mastrantonio 63 Premium Cabernet Franc;;Generica;;IVA 21%;$   ;24.200,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Ley Seca S.A. - LEY SECA S.A. ;;578,512;3450,000;;;0;0,000;7798173339623;;
1344701;1;;MAS02          ;Mastrantonio 63 Premium Malbec;;Generica;;IVA 21%;$   ;24.200,00;;0,000;;;Vino Tinto;Malbec;;;Ley Seca S.A. - LEY SECA S.A. ;;516,560;3100,000;;;0;0,000;7798173339616;;
